id_commune;population_municipale;population_comptee_a_part;population_totale
03272;282;7;289
03273;492;15;507
03274;318;6;324
03275;1747;49;1796
03276;102;6;108
03277;254;5;259
03278;191;4;195
03279;556;10;566
03280;182;9;191
03281;391;3;394
03282;372;13;385
03283;1065;18;1083
03284;290;9;299
03285;178;8;186
03286;1138;20;1158
03287;379;9;388
03288;384;8;392
03289;514;12;526
03290;1630;59;1689
03291;415;13;428
03292;879;12;891
03293;283;10;293
03294;168;1;169
03295;76;0;76
03296;376;12;388
03297;1538;26;1564
03298;3618;73;3691
03299;229;8;237
03300;537;9;546
03301;1166;26;1192
03302;39;1;40
03303;236;10;246
03304;2249;59;2308
03305;593;15;608
03306;1918;52;1970
03307;236;3;239
03308;152;4;156
03309;454;10;464
03310;24980;322;25302
03311;305;7;312
03312;274;10;284
03313;275;9;284
03314;1322;36;1358
03315;1283;37;1320
03316;1073;16;1089
03317;294;8;302
03319;484;10;494
03320;776;17;793
03321;12838;517;13355
04001;1432;28;1460
04004;546;30;576
04005;133;2;135
04006;824;8;832
04007;67;0;67
04008;1031;35;1066
04009;14;0;14
04012;95;0;95
04013;605;15;620
04016;63;0;63
04017;99;5;104
04018;1028;15;1043
04019;2564;198;2762
04020;133;2;135
04021;147;4;151
04022;417;8;425
04023;189;4;193
04024;127;3;130
04025;386;14;400
04026;136;6;142
04027;252;56;308
04028;122;9;131
04030;57;0;57
04031;557;10;567
04032;127;0;127
04033;766;19;785
04034;1124;15;1139
04035;290;6;296
04036;960;28;988
04037;73;2;75
04039;1470;39;1509
04040;63;1;64
04041;299;6;305
04042;138;1;139
04043;86;3;89
04045;1206;21;1227
04046;687;107;794
04047;848;20;868
04049;5089;108;5197
04050;27;0;27
04051;72;2;74
04053;492;20;512
04054;74;1;75
04055;188;0;188
04057;176;3;179
04058;272;6;278
04059;220;1;221
04061;482;5;487
04062;149;4;153
04063;1219;32;1251
04065;633;6;639
04066;571;12;583
04067;52;1;53
04068;836;14;850
04069;135;3;138
04070;16482;922;17404
04072;110;2;112
04073;388;12;400
04074;102;2;104
04075;372;11;383
04076;816;21;837
04077;172;3;175
04079;1371;37;1408
04081;392;4;396
04084;493;7;500
04085;59;2;61
04086;303;17;320
04087;133;2;135
04088;5121;88;5209
04090;207;4;211
04091;92;0;92
04092;118;4;122
04093;62;1;63
04094;2639;48;2687
04095;90;0;90
04096;1132;26;1158
04097;385;5;390
04099;88;5;93
04101;133;3;136
04102;179;3;182
04104;385;11;396
04106;380;10;390
04107;4;0;4
04108;1975;30;2005
04109;322;4;326
04110;1011;28;1039
04111;1347;28;1375
04112;22528;669;23197
04113;451;14;465
04115;121;2;123
04116;3751;45;3796
04118;123;1;124
04120;118;1;119
04121;639;11;650
04122;511;10;521
04123;1121;29;1150
04124;417;6;423
04126;406;15;421
04127;322;3;325
04128;221;9;230
04129;59;1;60
04130;203;2;205
04132;144;1;145
04133;237;1;238
04134;553;20;573
04135;720;15;735
04136;313;8;321
04137;42;0;42
04138;281;6;287
04139;523;9;532
04140;127;3;130
04141;365;9;374
04142;54;0;54
04143;5867;74;5941
04144;353;1;354
04145;1448;37;1485
04148;253;9;262
04149;2813;43;2856
04150;202;4;206
04151;520;13;533
04152;3905;126;4031
04154;92;1;93
04155;179;1;180
04156;264;1;265
04157;691;8;699
04158;407;8;415
04159;85;5;90
04160;1680;37;1717
04161;329;8;337
04162;258;6;264
04163;525;11;536
04164;88;1;89
04166;1726;39;1765
04167;288;5;293
04169;104;3;107
04170;75;0;75
04171;121;0;121
04172;738;10;748
04173;1010;21;1031
04174;145;2;147
04175;91;1;92
04176;119;4;123
04177;45;0;45
04178;1319;35;1354
04179;105;2;107
04180;79;4;83
04181;48;1;49
04182;215;2;217
04183;142;3;145
04184;136;3;139
04186;99;4;103
04187;41;1;42
04188;867;8;875
04189;627;14;641
04190;114;3;117
04191;13;2;15
04192;1235;24;1259
04193;180;7;187
04194;96;2;98
04195;597;13;610
04197;3442;78;3520
04199;177;4;181
04200;640;21;661
04201;122;3;125
04202;132;2;134
04203;475;9;484
04204;163;4;167
04205;1379;27;1406
04206;425;8;433
04207;103;4;107
04208;602;16;618
04209;7595;239;7834
04210;89;4;93
04211;178;3;181
04214;130;1;131
04216;234;5;239
04217;748;19;767
04218;231;3;234
04219;244;6;250
04220;379;11;390
04222;335;8;343
04224;100;1;101
04226;594;14;608
04227;287;7;294
04228;39;0;39
04229;252;5;257
04230;3173;62;3235
04231;245;6;251
04233;268;8;276
04234;226;2;228
04235;61;1;62
04236;108;0;108
04237;126;3;129
04240;249;5;254
04241;192;5;197
04242;4323;78;4401
04244;1641;37;1678
04245;3206;75;3281
05001;383;6;389
05003;397;11;408
05004;917;15;932
05006;2255;86;2341
05007;358;8;366
05008;369;5;374
05009;99;3;102
05010;803;12;815
05011;419;9;428
05012;620;14;634
05013;127;5;132
05014;180;2;182
05016;256;2;258
05017;2562;57;2619
05018;325;10;335
05019;150;4;154
05021;142;1;143
05022;239;3;242
05023;11339;320;11659
05024;220;8;228
05025;215;7;222
05026;285;3;288
05027;199;4;203
05028;155;4;159
05029;887;25;912
05031;188;1;189
05032;136;3;139
05033;40;0;40
05035;30;3;33
05036;1198;34;1232
05037;506;20;526
05038;319;17;336
05039;705;12;717
05040;3061;80;3141
05044;127;3;130
05045;1105;32;1137
05046;6335;378;6713
05047;125;4;129
05048;203;6;209
05049;57;0;57
05050;821;9;830
05051;29;1;30
05052;805;12;817
05053;520;11;531
05054;433;4;437
05055;328;4;332
05056;334;11;345
05057;255;6;261
05058;217;5;222
05059;904;19;923
05060;179;8;187
05061;40631;1545;42176
05062;160;1;161
05063;479;10;489
05064;105;3;108
05065;2312;85;2397
05066;8;0;8
05068;460;13;473
05070;3543;51;3594
05071;338;19;357
05072;243;7;250
05073;342;13;355
05074;191;0;191
05075;427;7;434
05076;86;3;89
05077;297;5;302
05078;284;10;294
05079;1060;23;1083
05080;58;0;58
05081;52;4;56
05082;173;2;175
05084;457;6;463
05085;454;14;468
05086;104;2;106
05087;529;14;543
05089;84;1;85
05090;212;8;220
05091;41;3;44
05092;763;15;778
05093;359;10;369
05094;15;1;16
05095;301;2;303
05096;674;18;692
05097;356;35;391
05098;543;13;556
05099;104;1;105
05100;763;29;792
05101;1154;40;1194
05102;93;2;95
05103;777;21;798
05104;323;16;339
05106;299;7;306
05107;453;23;476
05108;167;5;172
05109;524;20;544
05110;301;5;306
05111;273;9;282
05112;87;0;87
05113;378;17;395
05114;251;1;252
05115;453;9;462
05116;209;2;211
05117;114;0;114
05118;1340;28;1368
05119;655;18;673
05121;175;4;179
05122;808;27;835
05123;1528;38;1566
05124;474;9;483
05126;469;9;478
05127;181;7;188
05128;692;22;714
05129;152;2;154
05130;178;5;183
05131;81;4;85
05132;2063;75;2138
05133;1531;45;1576
05134;318;5;323
05135;51;0;51
05136;737;15;752
05139;916;27;943
05140;286;7;293
05142;443;17;460
05144;144;2;146
05145;1075;93;1168
05146;136;1;137
05147;365;5;370
05148;535;18;553
05149;362;11;373
05151;1128;37;1165
05152;126;4;130
05153;352;13;365
05154;162;0;162
05155;30;1;31
05156;516;11;527
05157;192;6;198
05158;117;1;118
05159;87;3;90
05160;85;0;85
05161;935;23;958
05162;1443;36;1479
05163;144;4;148
05164;1076;42;1118
05165;252;7;259
05166;1285;27;1312
05167;87;2;89
05168;708;21;729
05169;35;1;36
05170;2285;52;2337
05171;214;4;218
05172;310;5;315
05173;457;10;467
05174;615;22;637
05176;267;4;271
05177;528;9;537
05178;584;40;624
05179;3216;144;3360
05180;542;14;556
05181;294;13;307
05182;42;3;45
05183;1477;53;1530
05184;209;8;217
06001;94;0;94
06002;54;0;54
06003;648;5;653
06004;73438;1085;74523
06005;175;0;175
06006;2272;32;2304
06007;3200;68;3268
06008;31;2;33
06009;109;1;110
06010;2921;63;2984
06011;3755;28;3783
06012;13358;130;13488
06013;690;11;701
06014;947;6;953
06015;1240;21;1261
06016;551;4;555
06017;254;4;258
06018;9668;351;10019
06019;1657;19;1676
06020;566;11;577
06021;731;4;735
06022;554;6;560
06023;2137;52;2189
06024;217;2;219
06025;1414;7;1421
06026;1380;27;1407
06027;52178;491;52669
06028;411;4;415
06029;74545;802;75347
06030;41887;359;42246
06031;1300;11;1311
06032;4523;68;4591
06033;12550;136;12686
06034;1656;15;1671
06035;1126;9;1135
06036;400;4;404
06037;298;3;301
06038;3664;59;3723
06039;942;8;950
06040;63;0;63
06041;401;6;407
06042;665;12;677
06043;822;4;826
06044;7898;157;8055
06045;73;2;75
06046;3482;41;3523
06047;95;1;96
06048;7437;81;7518
06049;110;2;112
06050;531;6;537
06051;98;2;100
06052;179;2;181
06053;143;1;144
06054;5117;40;5157
06055;150;3;153
06056;142;2;144
06057;2554;18;2572
06058;611;15;626
06059;2256;60;2316
06060;1994;34;2028
06061;96;3;99
06062;317;1;318
06063;73;0;73
06064;4173;56;4229
06065;7010;105;7115
06066;1599;11;1610
06067;1493;13;1506
06068;373;10;383
06069;48870;922;49792
06070;570;13;583
06071;600;7;607
06072;162;1;163
06073;653;12;665
06074;1241;10;1251
06075;4761;46;4807
06076;47;3;50
06077;1294;12;1306
06078;321;7;328
06079;21998;283;22281
06080;106;4;110
06081;118;2;120
06082;103;1;104
06083;30525;456;30981
06084;9887;282;10169
06085;19982;439;20421
06086;251;2;253
06087;44;0;44
06088;342669;2859;345528
06089;2295;74;2369
06090;7996;89;8085
06091;2370;18;2388
06092;1465;13;1478
06093;206;1;207
06094;783;9;792
06095;8192;187;8379
06096;105;0;105
06097;335;0;335
06098;126;1;127
06099;1840;81;1921
06100;231;0;231
06101;184;2;186
06102;91;5;96
06103;1833;49;1882
06104;12839;202;13041
06105;7183;195;7378
06106;577;8;585
06107;68;1;69
06108;5385;94;5479
06109;950;4;954
06110;120;3;123
06111;119;4;123
06112;4072;122;4194
06113;1338;22;1360
06114;5695;29;5724
06115;87;0;87
06116;215;3;218
06117;1240;9;1249
06118;3903;100;4003
06119;108;2;110
06120;1494;160;1654
06121;1492;8;1500
06122;4246;110;4356
06123;29169;183;29352
06124;49;0;49
06125;152;7;159
06126;3095;19;3114
06127;1444;12;1456
06128;3252;70;3322
06129;306;82;388
06130;3654;104;3758
06131;48;2;50
06132;458;10;468
06133;71;1;72
06134;540;8;548
06135;197;2;199
06136;3805;85;3890
06137;1161;24;1185
06138;1362;14;1376
06139;110;3;113
06140;3066;53;3119
06141;347;1;348
06142;299;2;301
06143;664;11;675
06144;553;4;557
06145;133;1;134
06146;155;1;156
06147;5013;46;5059
06148;4041;100;4141
06149;10115;65;10180
06150;2981;55;3036
06151;867;1;868
06152;13486;554;14040
06153;835;285;1120
06154;464;8;472
06155;27364;179;27543
06156;161;1;162
06157;18940;302;19242
06158;776;3;779
06159;5033;35;5068
06160;89;2;91
06161;16285;236;16521
06162;696;10;706
06163;2166;49;2215
07001;376;12;388
07002;551;18;569
07003;170;1;171
07004;81;1;82
07005;1464;35;1499
07006;158;6;164
07007;989;14;1003
07008;1458;52;1510
07009;1205;23;1228
07010;16297;623;16920
07011;894;18;912
07012;377;9;386
07013;1253;22;1275
07014;326;7;333
07015;535;23;558
07017;763;16;779
07018;44;0;44
07019;12479;776;13255
07020;468;11;479
07022;1254;26;1280
07023;374;6;380
07024;661;22;683
07025;206;2;208
07026;254;8;262
07027;1844;30;1874
07028;516;10;526
07029;251;3;254
07030;207;5;212
07031;761;18;779
07032;164;1;165
07033;220;4;224
07034;251;3;254
07035;614;19;633
07036;444;11;455
07037;146;3;149
07038;49;0;49
07039;252;7;259
07040;259;5;264
07041;2376;65;2441
07042;7187;165;7352
07044;260;8;268
07045;522;7;529
07047;84;0;84
07048;336;7;343
07049;54;3;57
07050;941;16;957
07051;581;20;601
07052;616;10;626
07053;523;3;526
07054;254;9;263
07055;2979;74;3053
07056;913;18;931
07058;1039;35;1074
07059;240;7;247
07060;263;5;268
07061;415;12;427
07062;150;3;153
07063;397;9;406
07064;2877;156;3033
07065;236;3;239
07066;3015;173;3188
07067;318;4;322
07068;572;6;578
07069;657;22;679
07070;2311;49;2360
07071;790;13;803
07072;1662;42;1704
07073;520;11;531
07074;151;4;155
07075;149;4;153
07076;3063;66;3129
07077;254;2;256
07078;3168;87;3255
07079;1162;21;1183
07080;297;7;304
07081;58;1;59
07082;205;12;217
07083;434;10;444
07084;1028;37;1065
07085;619;14;633
07086;931;19;950
07087;433;8;441
07088;97;2;99
07089;1713;48;1761
07090;1224;17;1241
07091;333;12;345
07092;46;1;47
07093;275;8;283
07094;178;3;181
07095;460;3;463
07096;371;3;374
07097;693;18;711
07098;81;4;85
07099;633;18;651
07100;499;19;518
07101;911;21;932
07102;10756;221;10977
07103;310;3;313
07104;87;2;89
07105;99;3;102
07106;132;1;133
07107;1273;23;1296
07108;119;8;127
07109;297;6;303
07110;1752;28;1780
07111;169;5;174
07112;248;7;255
07113;308;7;315
07114;201;2;203
07115;671;11;682
07116;1358;22;1380
07117;2206;35;2241
07118;145;6;151
07119;255;5;260
07120;61;0;61
07121;192;0;192
07122;1657;46;1703
07123;165;3;168
07124;38;1;39
07126;1171;24;1195
07127;1118;13;1131
07128;379;5;384
07129;2349;44;2393
07130;205;5;210
07131;452;42;494
07132;1587;50;1637
07133;243;3;246
07134;1019;27;1046
07136;104;1;105
07137;44;0;44
07138;2226;46;2272
07139;105;0;105
07140;797;24;821
07141;232;7;239
07142;318;8;326
07143;773;18;791
07144;47;2;49
07145;1160;21;1181
07146;601;16;617
07147;242;5;247
07148;146;8;154
07149;284;5;289
07150;556;20;576
07151;257;11;268
07152;1183;26;1209
07153;264;7;271
07154;121;1;122
07155;1210;46;1256
07156;931;29;960
07157;1345;13;1358
07158;99;0;99
07159;715;10;725
07160;64;1;65
07161;739;23;762
07162;581;19;600
07163;81;7;88
07165;552;22;574
07166;250;2;252
07167;1006;19;1025
07168;597;17;614
07169;381;1;382
07170;243;6;249
07171;537;8;545
07172;2276;51;2327
07173;50;0;50
07174;482;6;488
07175;83;1;84
07176;153;2;155
07177;847;19;866
07178;588;12;600
07179;134;2;136
07181;2879;39;2918
07182;1186;31;1217
07183;473;12;485
07184;511;13;524
07185;703;9;712
07186;8465;282;8747
07187;135;4;139
07188;1686;38;1724
07189;315;7;322
07190;216;7;223
07191;2292;52;2344
07192;242;8;250
07193;276;4;280
07194;457;9;466
07195;62;2;64
07196;258;4;262
07197;2746;84;2830
07198;1126;30;1156
07199;1249;25;1274
07200;59;1;60
07201;2276;29;2305
07202;177;4;181
07203;116;3;119
07204;2377;63;2440
07205;1419;23;1442
07206;77;3;80
07207;1084;17;1101
07208;123;3;126
07209;54;2;56
07210;519;11;530
07211;461;14;475
07212;210;3;213
07213;149;1;150
07214;206;2;208
07215;199;6;205
07216;497;21;518
07217;833;21;854
07218;346;10;356
07219;320;6;326
07220;107;0;107
07221;248;9;257
07222;209;5;214
07223;139;2;141
07224;217;13;230
07225;1187;45;1232
07226;88;0;88
07227;1392;47;1439
07228;844;23;867
07229;926;25;951
07230;413;14;427
07231;2833;83;2916
07232;413;9;422
07233;211;4;215
07234;297;3;300
07235;216;3;219
07236;1147;19;1166
07237;777;13;790
07238;332;7;339
07239;110;2;112
07240;2405;45;2450
07241;711;17;728
07242;112;4;116
07243;290;5;295
07244;256;5;261
07245;2508;69;2577
07247;845;9;854
07248;247;11;258
07249;95;2;97
07250;486;10;496
07251;173;3;176
07253;175;3;178
07254;872;19;891
07255;1461;38;1499
07257;114;3;117
07258;223;2;225
07259;1688;37;1725
07260;950;17;967
07261;1589;35;1624
07262;172;2;174
07263;111;3;114
07264;2380;69;2449
07265;1384;35;1419
07266;113;2;115
07267;267;4;271
07268;949;12;961
07269;1096;38;1134
07270;432;12;444
07272;313;13;326
07273;217;3;220
07274;208;5;213
07275;103;3;106
07276;266;20;286
07277;149;5;154
07278;389;9;398
07279;1897;43;1940
07280;958;21;979
07281;7580;219;7799
07282;430;25;455
07283;63;1;64
07284;169;4;173
07285;109;1;110
07286;526;2;528
07287;296;15;311
07288;1280;44;1324
07289;1688;58;1746
07290;269;7;276
07291;858;23;881
07292;1248;36;1284
07293;900;18;918
07294;533;15;548
07295;1106;24;1130
07296;1748;48;1796
07297;508;7;515
07298;777;31;808
07299;120;4;124
07300;461;16;477
07301;950;15;965
07302;837;22;859
07303;254;4;258
07304;704;12;716
07305;372;8;380
07306;232;7;239
07307;447;9;456
07308;2228;35;2263
07309;1503;30;1533
07310;903;24;927
07311;146;7;153
07312;534;16;550
07313;1137;17;1154
07314;380;12;392
07315;372;13;385
07316;2284;49;2333
07317;1085;31;1116
07318;200;5;205
07319;8832;211;9043
07321;239;6;245
07322;1216;25;1241
07323;1708;53;1761
07324;10622;515;11137
07325;2062;72;2134
07326;117;0;117
07327;412;12;424
07328;583;18;601
07329;417;8;425
07330;2412;39;2451
07331;3530;65;3595
07332;447;13;460
07333;935;13;948
07334;2655;58;2713
07335;207;2;209
07336;225;7;232
07337;2614;85;2699
07338;1962;31;1993
07339;1990;62;2052
07340;1514;48;1562
07341;3001;115;3116
07342;1184;28;1212
07343;1401;40;1441
07344;466;3;469
07345;944;19;963
07346;3689;66;3755
07347;628;2;630
07348;1097;25;1122
07349;4848;58;4906
08001;467;3;470
08003;1637;35;1672
08004;236;1;237
08005;158;2;160
08006;242;4;246
08008;711;6;717
08010;133;5;138
08011;210;4;214
08013;390;3;393
08014;140;6;146
08015;101;5;106
08016;205;2;207
08017;117;3;120
08018;73;2;75
08019;61;0;61
08020;61;0;61
08021;155;3;158
08022;320;12;332
08023;65;1;66
08024;1088;19;1107
08025;1119;28;1147
08026;310;8;318
08027;97;3;100
08028;982;20;1002
08029;87;3;90
08030;58;0;58
08031;43;4;47
08032;218;3;221
08033;90;4;94
08034;340;6;346
08035;59;2;61
08036;114;8;122
08037;879;10;889
08038;328;9;337
08039;465;13;478
08040;886;12;898
08041;206;8;214
08043;1622;30;1652
08044;163;1;164
08045;268;11;279
08046;159;3;162
08047;106;0;106
08048;416;4;420
08049;128;3;131
08052;82;5;87
08053;2423;219;2642
08055;428;7;435
08056;45;0;45
08057;260;24;284
08058;222;6;228
08059;30;1;31
08060;293;1;294
08061;38;1;39
08062;126;6;132
08063;136;1;137
08064;307;5;312
08065;46;1;47
08066;68;1;69
08067;1121;17;1138
08069;145;2;147
08070;369;6;375
08071;138;2;140
08073;96;2;98
08074;56;3;59
08075;137;3;140
08076;966;19;985
08077;51;1;52
08078;853;15;868
08080;129;0;129
08081;5018;74;5092
08082;81;2;83
08083;353;7;360
08084;271;2;273
08085;226;7;233
08086;92;7;99
08087;146;2;148
08088;134;4;138
08089;370;9;379
08090;2879;44;2923
08092;190;8;198
08094;57;3;60
08095;182;6;188
08096;709;15;724
08097;444;7;451
08098;54;2;56
08099;123;4;127
08100;72;1;73
08101;167;5;172
08102;92;5;97
08103;222;3;225
08104;60;1;61
08105;46436;1090;47526
08106;73;0;73
08107;1331;18;1349
08109;140;3;143
08110;165;1;166
08111;782;2;784
08113;497;11;508
08115;545;4;549
08116;1021;17;1038
08117;159;0;159
08119;455;7;462
08120;45;2;47
08121;138;5;143
08122;754;15;769
08123;72;1;73
08124;345;9;354
08125;402;9;411
08126;221;4;225
08128;65;2;67
08130;83;3;86
08131;64;3;67
08132;189;2;191
08133;508;5;513
08134;77;1;78
08135;151;3;154
08136;349;8;357
08137;458;13;471
08138;255;3;258
08139;1041;10;1051
08140;1083;20;1103
08141;181;4;185
08142;2018;27;2045
08143;73;0;73
08144;102;1;103
08145;2199;60;2259
08146;95;2;97
08147;84;9;93
08148;279;7;286
08149;142;5;147
08150;170;5;175
08151;306;12;318
08153;347;5;352
08154;81;3;84
08155;101;5;106
08156;508;3;511
08158;299;8;307
08159;110;4;114
08160;188;4;192
08161;38;1;39
08162;350;6;356
08163;255;4;259
08164;336;9;345
08165;58;1;59
08166;268;2;270
08167;74;2;76
08168;174;4;178
08169;104;8;112
08170;215;3;218
08171;95;4;99
08172;188;1;189
08173;1722;52;1774
08174;2313;56;2369
08175;238;8;246
08176;53;1;54
08178;186;5;191
08179;597;13;610
08180;1671;41;1712
08182;54;0;54
08183;1043;24;1067
08184;82;2;84
08185;3280;48;3328
08186;49;0;49
08187;311;8;319
08188;1016;24;1040
08189;162;2;164
08190;6476;148;6624
08191;1052;25;1077
08192;86;1;87
08193;271;6;277
08194;845;13;858
08195;326;3;329
08196;104;0;104
08197;38;2;40
08198;520;16;536
08199;796;17;813
08200;184;6;190
08201;100;2;102
08202;517;10;527
08203;280;6;286
08204;82;1;83
08205;73;0;73
08206;371;5;376
08207;231;4;235
08208;137;1;138
08209;475;5;480
08210;112;4;116
08211;721;4;725
08212;504;10;514
08214;488;3;491
08215;43;2;45
08216;314;13;327
08217;88;0;88
08218;1446;24;1470
08219;117;1;118
08220;334;8;342
08222;1847;47;1894
08223;122;2;124
08225;205;6;211
08226;170;4;174
08228;168;5;173
08229;131;7;138
08230;390;6;396
08232;412;9;421
08233;46;1;47
08234;104;0;104
08235;374;12;386
08236;297;10;307
08237;655;20;675
08238;102;1;103
08239;1233;30;1263
08240;171;4;175
08242;428;8;436
08243;165;3;168
08244;72;3;75
08245;31;2;33
08246;74;1;75
08247;131;2;133
08248;686;9;695
08249;240;10;250
08250;188;5;193
08251;75;2;77
08252;118;2;120
08254;616;10;626
08255;224;3;227
08256;86;1;87
08257;155;3;158
08259;72;2;74
08260;627;8;635
08262;572;34;606
08263;1126;26;1152
08264;515;11;526
08268;69;4;73
08269;79;1;80
08271;100;6;106
08272;57;0;57
08273;72;1;73
08274;99;1;100
08275;207;4;211
08276;740;13;753
08277;131;4;135
08278;81;0;81
08279;58;2;60
08280;75;2;77
08281;469;9;478
08282;1033;72;1105
08283;127;1;128
08284;885;23;908
08286;113;5;118
08287;133;2;135
08288;90;1;91
08289;604;8;612
08291;245;5;250
08293;143;5;148
08294;135;4;139
08295;185;4;189
08296;115;7;122
08297;299;8;307
08298;1578;45;1623
08300;15;0;15
08301;69;4;73
08302;2237;84;2321
08303;385;10;395
08304;81;2;83
08305;255;5;260
08306;56;3;59
08307;82;1;83
08308;87;0;87
08309;57;1;58
08310;69;5;74
08311;2226;40;2266
08312;186;7;193
08313;145;4;149
08314;800;23;823
08315;74;2;76
08316;1006;15;1021
08317;115;4;119
08318;357;8;365
08319;333;8;341
08320;555;16;571
08321;168;4;172
08322;373;14;387
08323;160;1;161
08324;114;2;116
08325;26;1;27
08326;121;2;123
08327;2241;37;2278
08328;5689;109;5798
08329;497;11;508
08330;765;9;774
08331;669;14;683
08332;44;4;48
08333;237;9;246
08334;38;2;40
08335;81;1;82
08336;230;3;233
08338;188;3;191
08339;307;4;311
08340;176;4;180
08341;864;40;904
08342;245;5;250
08343;1144;23;1167
08344;134;2;136
08346;1350;36;1386
08347;220;5;225
08348;113;3;116
08349;576;6;582
08350;237;3;240
08351;84;0;84
08352;199;4;203
08353;723;22;745
08354;824;13;837
08355;387;7;394
08356;177;1;178
08357;784;15;799
08358;251;4;255
08360;199;5;204
08361;1652;58;1710
